"","ACCIDENT_N","ID","LOCATION","DISTANCE","DIRECTION","DATE","TIME","COLL_TYPE","INVOLVED","EXTENT","TRAVERSE","REPNO","PCF","LIGHTING","NUMO_INJ","NUMO_KLD","PARTY1","PARTY2","DOT1","DOT2","MPC1","MPC2","HIGHLIGHT","X","Y","DOCUMENT","MILEPOST","LAT","LONG","x","y","lat","lon","coords.x1","coords.x2"
"3158",10478200301223,0,"Marin St at Bay Shore Blvd Ext","25","East","9/8/2008","08:03 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"3873289","Ped R/W Violation","Dark - Street Lights","1","0","Driver","Bicyclist","West","South","Stopped in Road","Proceeding Straight",NA,6011366.95981,2100467.41693,NA,NA,NA,NA,6011366.95981,2100467.41693,-122.403452725285,37.7481241054198,6011366.95981374,2100467.41693266
"3159",10479014802194,0,"Octavia St at Oak St","8","North","9/9/2008","01:48 AM","Head-On","Fixed Object","Severe Injury",NA,"3873305","Unsafe Speed","Dark - Street Lights","1","0","Bicyclist",NA,"North",NA,"Making Left Turn",NA,NA,6005586.88168,2110317.92145,NA,NA,NA,NA,6005586.88168,2110317.92145,-122.42414049523,37.7748467294111,6005586.88167778,2110317.92144907
"3160",10479105701278,0,"King St at 2nd St","117","West","9/9/2008","10:57 AM","Sideswipe","Bicycle","Other Visible Injury",NA,"3873309","Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","East","East","Stopped in Road","Proceeding Straight",NA,6015524.73274,2111856.80687,NA,NA,NA,NA,6015524.73274,2111856.80687,-122.38987061236,37.7796282612357,6015524.73273829,2111856.80686536
"3161",10479150600307,0,"Polk St at Geary St","84","South","9/9/2008","03:06 PM","Broadside","Bicycle","Other Visible Injury",NA,"3883789","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","North","South","Making Left Turn","Proceeding Straight",NA,6006953.84706,2114229.98824,NA,NA,NA,NA,6006953.84706,2114229.98824,-122.419689498385,37.7856654036596,6006953.84705882,2114229.98823529
"3162",10480081000438,0,"Masonic Ave at Ofarrell St","0","Not Stated","9/10/2008","08:10 AM","Broadside","Bicycle","Complaint of Pain",NA,"3918475","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","South","North","Making Left Turn","Proceeding Straight",NA,5998879,2112723,NA,NA,NA,NA,5998879,2112723,-122.447517523095,37.7810694334919,5998879,2112723
"3163",10480102700217,0,"Bush St at Sansome St","0","Not Stated","9/10/2008","10:27 AM","Other","Bicycle","Complaint of Pain",NA,"3873281","Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","South","East","Proceeding Straight","Proceeding Straight",NA,6012468,2116125,NA,NA,NA,NA,6012468,2116125,-122.400745171927,37.7911777349447,6012468,2116125
"3164",10480163001506,0,"Cesar Chavez St at Hampshire St","16","East","9/10/2008","04:30 PM","Broadside","Bicycle","Other Visible Injury",NA,"3873285","Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","North","West","Entering Traffic","Proceeding Straight",NA,6010431.15832,2100726.12106,NA,NA,NA,NA,6010431.15832,2100726.12106,-122.406706938999,37.7487821366822,6010431.15832415,2100726.12105546
"3165",10481090300094,0,"Post St at Fillmore St","69","West","9/11/2008","09:03 AM","Broadside","Bicycle","Other Visible Injury",NA,"3892976","Improper Turning","Daylight","1","0","Driver","Bicyclist","North","East","Making U Turn","Passing Other Vehicle",NA,6003011.61535,2114112.80543,NA,NA,NA,NA,6003011.61535,2114112.80543,-122.433320098955,37.7851207908522,6003011.61535403,2114112.80542575
"3166",10481173002291,0,"The Embarcadero at Green St","300","North","9/11/2008","05:30 PM","Broadside","Bicycle","Complaint of Pain",NA,"3850828","Other Hazardous Movement","Daylight","1","0","Bicyclist","Driver","South","East","Traveling Wrong Way","Making Right Turn",NA,6012836.29375,2119901.38591,NA,"0",NA,NA,6012836.29375,2119901.38591,-122.399736154462,37.8015673256116,6012836.29374547,2119901.38590739
"3167",10482095701870,0,"Market St at Valencia St","0","Not Stated","9/12/2008","09:57 AM","Other","Bicycle","Complaint of Pain",NA,"3918482","Unsafe Speed","Daylight","2","0","Bicyclist","Driver","East","East","Proceeding Straight","Making Right Turn",NA,6006009,2109456,NA,NA,NA,NA,6006009,2109456,-122.422619035427,37.7725039251373,6006009,2109456
"3168",10482131500714,0,"Guerrero St at 14th St","0","Not Stated","9/12/2008","01:15 PM","Broadside","Bicycle","Other Visible Injury",NA,"3883797","Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","South","East","Proceeding Straight","Proceeding Straight",NA,6005457,2107829,NA,NA,NA,NA,6005457,2107829,-122.424412715072,37.768005416357,6005457,2107829
"3169",10482132101332,0,"Turk St at Polk St","0","Not Stated","9/12/2008","01:21 PM","Broadside","Bicycle","Complaint of Pain",NA,"3893118","Improper Turning","Daylight","1","0","Driver","Bicyclist","North","North","Making Right Turn","Proceeding Straight",NA,6007129,2112953,NA,NA,NA,NA,6007129,2112953,-122.418992912449,37.7821689700869,6007129,2112953
"3170",10483140000653,0,"Stockton St at Union St","14","North","9/13/2008","02:00 PM","Sideswipe","Bicycle","Property Damage Only",NA,"3873438","Unsafe Speed","Daylight","0","0","Bicyclist","Driver","North","South","Making Right Turn","Stopped in Road",NA,6010095.1524,2119561.87755,NA,NA,NA,NA,6010095.1524,2119561.87755,-122.409197817491,37.8004819319051,6010095.15239733,2119561.87754893
"3171",10484091000649,0,"Masonic Ave at Fell St","0","Not Stated","9/14/2008","09:10 AM","Broadside","Bicycle","Other Visible Injury",NA,"3898309","Ped R/W Violation","Daylight","1","0","Driver","Bicyclist","South","East","Making Left Turn","Proceeding Straight",NA,5999285,2109774,NA,NA,NA,NA,5999285,2109774,-122.445900812033,37.7729954297927,5999285,2109774
"3172",10484110501278,0,"Folsom St at 2nd St","180","East","9/14/2008","11:05 AM","Rear-End","Bicycle","Other Visible Injury",NA,"3893045","Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Proceeding Straight","Proceeding Straight",NA,6013724.16611,2114174.32532,NA,NA,NA,NA,6013724.16611,2114174.32532,-122.396262067649,37.785891618264,6013724.16610571,2114174.32531892
"3173",10484202200676,0,"Saint Josephs Ave at Geary Blvd","0","Not Stated","9/14/2008","08:22 PM","Sideswipe","Bicycle","Other Visible Injury",NA,"3893085","Improper Passing","Dark - Street Lights","1","0","Bicyclist","Driver","North","North","Passing Other Vehicle","Making U Turn",NA,6000258,2113356,NA,NA,NA,NA,6000258,2113356,-122.442792355872,37.7828861985992,6000258,2113356
"3174",10485085802009,0,"Laguna St at Union St","0","Not Stated","9/15/2008","08:58 AM","Broadside","Bicycle","Complaint of Pain",NA,"3893057","Wrong Side of Road","Daylight","1","0","Driver","Bicyclist","West","Not Stated","Making Right Turn","Proceeding Straight",NA,6003904,2118682,NA,NA,NA,NA,6003904,2118682,-122.430558875751,37.7977172226827,6003904,2118682
"3175",10485182501402,0,"Howard St at 3rd St","4","East","9/15/2008","06:25 PM","Sideswipe","Bicycle","Other Visible Injury",NA,"3883809","Improper Passing","Daylight","1","0","Bicyclist","Driver","West","West","Making Right Turn","Making Right Turn",NA,6012504.89018,2113887.7653,NA,NA,NA,NA,6012504.89018,2113887.7653,-122.400460315594,37.7850368709474,6012504.89017994,2113887.76529563
"3176",10486141000659,0,"Clement St at 5th Ave","0","Not Stated","9/16/2008","02:10 PM","Other","Bicycle","Other Visible Injury",NA,"3918459","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","South","East","Stopped in Road","Proceeding Straight",NA,5994319,2113517,NA,NA,NA,NA,5994319,2113517,-122.463350352389,37.7829878956947,5994319,2113517
"3177",10486212200754,0,"Haight St at Fillmore St","231","East","9/16/2008","09:22 PM","Hit Object","Other Motor Vehicle","Other Visible Injury",NA,"3883760","Other Hazardous Movement","Dark - Street Lights","1","0","Parked Vehicle","Bicyclist","West","West","Stopped in Road","Proceeding Straight",NA,6003976.78353,2109389.92328,NA,NA,NA,NA,6003976.78353,2109389.92328,-122.429643960839,37.7722076334015,6003976.78353083,2109389.92328337
"3178",10487141700659,0,"Anza St at 2nd Ave","0","Not Stated","9/17/2008","02:17 PM","Broadside","Other Object","Complaint of Pain",NA,"3946423","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","West","East","Making Left Turn","Proceeding Straight",NA,5995299,2112147,NA,NA,NA,NA,5995299,2112147,-122.45986070778,37.7792826526967,5995299,2112147
"3179",10488000201210,0,"Duboce Ave at Church St","0","Not Stated","9/18/2008","12:02 AM","Broadside","Bicycle","Complaint of Pain",NA,"3883794","Auto R/W Violation","Dark - Street Lights","1","0","Bicyclist","Driver","West","South","Making Left Turn","Proceeding Straight",NA,6004105,2108385,NA,NA,NA,NA,6004105,2108385,-122.429128783485,37.7694556178339,6004105,2108385
"3180",10488072401737,0,"Missouri St at Cesar Chavez St","45","North","9/18/2008","07:24 AM","Sideswipe","Bicycle","Property Damage Only",NA,"3918485","Improper Passing","Daylight","0","0","Driver","Bicyclist","North","North","Passing Other Vehicle","Proceeding Straight",NA,6013731.39149,2101075.92433,NA,"0",NA,NA,6013731.39149,2101075.92433,-122.395319164049,37.7499267188693,6013731.39149035,2101075.9243328
"3181",10488172201324,0,"9th Ave at Lincoln Way","200","South","9/18/2008","05:22 PM","Broadside","Bicycle","Complaint of Pain",NA,"3883798","Other Hazardous Movement","Daylight","1","0","Parked Vehicle","Bicyclist","Not Stated","South","Parked","Proceeding Straight",NA,5993301.9725,2107124.12158,NA,NA,NA,NA,5993301.9725,2107124.12158,-122.466404039566,37.7653761186269,5993301.97250315,2107124.12157645
"3182",10488180701866,0,"Mission St at Fair Ave","0","Not Stated","9/18/2008","06:07 PM","Broadside","Bicycle","Other Visible Injury",NA,"3883813","Traffic Signals and Signs","Dusk - Dawn","1","0","Bicyclist","Driver","East","North","Proceeding Straight","Proceeding Straight",NA,6006598,2099644,NA,NA,NA,NA,6006598,2099644,-122.41988523369,37.745595665244,6006598,2099644
"3183",10490134502179,0,"Market St at Mason St","35","East","9/20/2008","01:45 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"3946455","Improper Passing","Daylight","1","0","Driver","Bicyclist","West","West","Proceeding Straight","Proceeding Straight",NA,6010063.2736,2113325.2125,NA,NA,NA,NA,6010063.2736,2113325.2125,-122.408867870122,37.7833557709927,6010063.27360253,2113325.21249708
"3184",10491020000049,0,"31st Ave at Cabrillo St","12","South","9/21/2008","02:00 AM","Broadside","Bicycle","Other Visible Injury",NA,"3954589","Traffic Signals and Signs","Dark - Street Lights","1","0","Bicyclist","Driver","South","West","Proceeding Straight","Proceeding Straight",NA,5986334.42327,2110452.00747,NA,NA,NA,NA,5986334.42327,2110452.00747,-122.490747726927,37.7741090567768,5986334.42326587,2110452.00746707
"3185",10493153602089,0,"Valencia St at Mccoppin St","100","South","9/23/2008","03:36 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"3918479","Improper Turning","Daylight","1","0","Bicyclist","Driver","North","North","Changing Lanes","Proceeding Straight",NA,6006034.48999,2109025.15081,NA,NA,NA,NA,6006034.48999,2109025.15081,-122.422500242543,37.7713223546511,6006034.48998963,2109025.15081365
"3186",10493222904084,0,"Mission St at 19th St","50","North","9/23/2008","10:29 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"3918483","Unknown","Dark - Street Lights","1","0","Driver","Bicyclist","North","North","Proceeding Straight","Proceeding Straight",NA,6006901.17916,2105018.92037,NA,NA,NA,NA,6006901.17916,2105018.92037,-122.419218088142,37.7603710425289,6006901.17915745,2105018.92036506
"3187",10496110000126,0,"2nd St at Tehama St","84","South","9/26/2008","11:00 AM","Other","Bicycle","Other Visible Injury",NA,"3918513","Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","South","South","Parked","Proceeding Straight",NA,6013368.85495,2114285.10005,NA,NA,NA,NA,6013368.85495,2114285.10005,-122.397499126232,37.7861760027938,6013368.8549548,2114285.10004758
"3188",10496180002332,0,"Eddy St at Taylor St","0","Not Stated","9/26/2008","06:00 PM","Broadside","Bicycle","Complaint of Pain",NA,"3918494","Unknown","Daylight","1","0","Driver","Bicyclist","North","East","Proceeding Straight","Changing Lanes",NA,6009467,2113623,NA,NA,NA,NA,6009467,2113623,-122.410951789257,37.7841400069813,6009467,2113623
"3189",10496192701435,0,"Fulton St at Masonic Ave","0","Not Stated","9/26/2008","07:27 PM","Vehicle - Pedestrian","Bicycle","Other Visible Injury",NA,"3918490","Unsafe Speed","Dark - Street Lights","1","0","Bicyclist","Driver","North","East","Proceeding Straight","Making Left Turn",NA,5999142,2110799,NA,NA,NA,NA,5999142,2110799,-122.446469219738,37.7758016514558,5999142,2110799
"3190",10497105100874,0,"Alemany Blvd at Mount Vernon Ave","13","North","9/27/2008","10:51 AM","Broadside","Bicycle","Complaint of Pain",NA,"3942563","Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Making Right Turn",NA,5999250.41513,2089054.96411,NA,NA,NA,NA,5999250.41513,2089054.96411,-122.444531067229,37.7161039725599,5999250.41513374,2089054.96410937
"3191",10497121401278,0,"Market St at 6th St","73","East","9/27/2008","12:14 PM","Other","Non-Collision","Other Visible Injury",NA,"3918506","Unsafe Speed","Daylight","1","0","Bicyclist",NA,"East",NA,"Proceeding Straight",NA,NA,6009695.80799,2112974.40155,NA,NA,NA,NA,6009695.80799,2112974.40155,-122.41011438632,37.7823719376633,6009695.80798978,2112974.40154974
"3192",10497161700821,0,"John F Kennedy Dr at Transverse Dr","1056","West","9/27/2008","04:17 PM","Rear-End","Bicycle","Other Visible Injury",NA,"3942591","Unknown","Daylight","1","0","Driver","Bicyclist","West","West","Proceeding Straight","Proceeding Straight",NA,5988421.76121,2108986.03962,NA,NA,NA,NA,5988421.76121,2108986.03962,-122.483419858916,37.7702056282602,5988421.76120892,2108986.0396225
"3193",10497171501868,0,"25th Ave at Martin Luther King Jr Dr","0","Not Stated","9/27/2008","05:15 PM","Broadside","Bicycle","Complaint of Pain",NA,"3942579","Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","East","South","Proceeding Straight","Making Left Turn",NA,5988698,2107729,NA,NA,NA,NA,5988698,2107729,-122.482372245859,37.7667702165106,5988698,2107729
"3194",10497181500782,0,"The Embarcadero at Washington St","85","North","9/27/2008","06:15 PM","Rear-End","Bicycle","Property Damage Only",NA,"3942683","Unsafe Speed","Daylight","0","0","Driver","Bicyclist","South","South","Proceeding Straight","Stopped in Road",NA,6014003.48851,2118168.48162,NA,NA,NA,NA,6014003.48851,2118168.48162,-122.395575621423,37.7968741782816,6014003.48850771,2118168.48161534
"3195",10498045509160,0,"Bush St at Scott St","0","Not Stated","9/28/2008","04:55 AM","Broadside","Bicycle","Severe Injury",NA,"3946634","Traffic Signals and Signs","Dark - Street Lights","1","0","Bicyclist","Driver","South","East","Proceeding Straight","Proceeding Straight",NA,6001555,2114606,NA,NA,NA,NA,6001555,2114606,-122.438394869467,37.7863922340079,6001555,2114606
"3196",10499182600821,0,"16th St at Valencia St","0","Not Stated","9/29/2008","06:26 PM","Head-On","Bicycle","Other Visible Injury",NA,"3954585","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","West","East","Making Left Turn","Proceeding Straight",NA,6006164,2106690,NA,NA,NA,NA,6006164,2106690,-122.421886357989,37.764917890917,6006164,2106690
"3197",10500201001402,0,"Mission St at 4th St","473","East","9/30/2008","08:10 PM","Other","Bicycle","Complaint of Pain",NA,"3946414","Improper Passing","Dark - Street Lights","1","0","Driver","Bicyclist","East","East","Proceeding Straight","Proceeding Straight",NA,6011743.29341,2114033.4416,NA,NA,NA,NA,6011743.29341,2114033.4416,-122.40310546489,37.7853943626295,6011743.29340816,2114033.44159799
"3198",10501083500779,0,"Golden Gate Ave at Van Ness Ave","0","Not Stated","10/1/2008","08:35 AM","Rear-End","Bicycle","Other Visible Injury",NA,"3944271","Unsafe Speed","Daylight","1","0","Driver","Bicyclist","East","East","Making Right Turn","Stopped in Road",NA,6006703,2112547,NA,"5.26",NA,NA,6006703,2112547,-122.42043785644,37.7810301953867,6006703,2112547
"3199",10501171301866,0,"Ocean Ave at Victoria St","23","West","10/1/2008","05:13 PM","Broadside","Bicycle","Complaint of Pain",NA,"3954742","Unsafe Speed","Dusk - Dawn","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Stopped in Road",NA,5993611.38752,2092787.2042,NA,NA,NA,NA,5993611.38752,2092787.2042,-122.464292885439,37.7260284240472,5993611.38751979,2092787.20419813
"3200",10502095601961,0,"8th St at Tehama St","15","North","10/2/2008","09:56 AM","Sideswipe","Bicycle","Complaint of Pain",NA,"3952339","Improper Turning","Not Stated","1","0","Driver","Bicyclist","South","South","Making Right Turn","Proceeding Straight",NA,6009360.63476,2110595.84259,NA,NA,NA,NA,6009360.63476,2110595.84259,-122.4111058785,37.7758221852817,6009360.63475733,2110595.84258937
"3201",10502134501573,0,"Lake Merced Blvd at Middlefield Dr","10","East","10/2/2008","01:45 PM","Broadside","Bicycle","Complaint of Pain",NA,"3954783","Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","South","South","Entering Traffic","Making Left Turn",NA,5987212.30958,2094214.34873,NA,NA,NA,NA,5987212.30958,2094214.34873,-122.486518549953,37.729576073471,5987212.30957838,2094214.34873304
"3202",10504001402294,0,"16th St at Guerrero St","7","West","10/4/2008","12:14 AM","Other","Not Stated","Complaint of Pain",NA,"3957738","Traffic Signals and Signs","Dark - Street Lights","2","0","Bicyclist","Pedestrian","East","South","Proceeding Straight","Not Stated",NA,6005515.00925,2106653.64018,NA,NA,NA,NA,6005515.00925,2106653.64018,-122.424128469036,37.7647814338785,6005515.00925389,2106653.64018219
"3203",10505152402308,0,"Sacramento St at Fillmore St","0","Not Stated","10/5/2008","03:24 PM","Broadside","Bicycle","Other Visible Injury",NA,"3954776","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","East","West","Making Left Turn","Proceeding Straight",NA,6002843,2115834,NA,NA,NA,NA,6002843,2115834,-122.434026533762,37.7898371860519,6002843,2115834
"3204",10505192502284,0,"24th St at Florida St","27","East","10/5/2008","07:25 PM","Overturned","Non-Collision","Other Visible Injury",NA,"3979602","Unsafe Speed","Dusk - Dawn","1","0","Bicyclist",NA,"East",NA,"Proceeding Straight",NA,NA,6009515.95904,2102187.48671,NA,NA,NA,NA,6009515.95904,2102187.48671,-122.409974856742,37.7527434737105,6009515.95903723,2102187.48671161
"3205",10505233001295,0,"Judah St at 40th Ave","0","Not Stated","10/5/2008","11:30 PM","Broadside","Bicycle","Complaint of Pain",NA,"3954754","Auto R/W Violation","Dark - Street Lights","1","0","Driver","Bicyclist","North","West","Stopped in Road","Proceeding Straight",NA,5983702,2105628,NA,NA,NA,NA,5983702,2105628,-122.499497017479,37.7607095807197,5983702,2105628
"3206",10506105501629,0,"Irving St at 22nd Ave","70","West","10/6/2008","10:55 AM","Other","Other Object","Other Visible Injury",NA,"3954729","Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Parking Maneuver","Proceeding Straight",NA,5989190.04403,2106494.51769,NA,NA,NA,NA,5989190.04403,2106494.51769,-122.480579989875,37.7634092740942,5989190.04402711,2106494.51769128
"3207",10507090002226,0,"18th St at Castro St","88","East","10/7/2008","09:00 AM","Other","Bicycle","Complaint of Pain",NA,"3954765","Other Hazardous Movement","Daylight","1","0","Parked Vehicle","Bicyclist","East","East","Parked","Proceeding Straight",NA,6002431.85848,2105305.98881,NA,NA,NA,NA,6002431.85848,2105305.98881,-122.434695899096,37.7609065491875,6002431.85847586,2105305.98880936
"3208",10507104601278,0,"Market St at New Montgomery St","0","Not Stated","10/7/2008","10:46 AM","Sideswipe","Bicycle","Other Visible Injury",NA,"3954797","Improper Passing","Daylight","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Proceeding Straight",NA,6012068,2115238,NA,NA,NA,NA,6012068,2115238,-122.402066783359,37.7887199245744,6012068,2115238
"3209",10507185402122,0,"Post St at Baker St","130","East","10/7/2008","06:54 PM","Broadside","Bicycle","Other Visible Injury",NA,"3954726","Improper Turning","Dusk - Dawn","1","0","Driver","Bicyclist","East","East","Making Right Turn","Proceeding Straight",NA,6000337.72575,2113743.15711,NA,NA,NA,NA,6000337.72575,2113743.15711,-122.442544344681,37.7839537770236,6000337.72575303,2113743.15710622
"3210",10507205504078,0,"Ofarrell St at Masonic Ave","0","Not Stated","10/7/2008","08:55 PM","Not Stated","Bicycle","Complaint of Pain",NA,"3979076","Other Hazardous Movement","Dark - Street Lights","1","0","Bicyclist","Driver","North","East","Proceeding Straight","Making Right Turn",NA,5998879,2112723,NA,NA,NA,NA,5998879,2112723,-122.447517523095,37.7810694334919,5998879,2112723
"3211",10508011004116,0,"Market St at 11th St","0","Not Stated","10/8/2008","01:10 AM","Overturned","Not Stated","Other Visible Injury",NA,"3954769","Other Hazardous Movement","Dark - Street Lights","1","0","Bicyclist",NA,"East",NA,"Proceeding Straight",NA,NA,6007165,2110556,NA,NA,NA,NA,6007165,2110556,-122.418698328946,37.7755894129523,6007165,2110556
"3212",10508181502122,0,"Sutter St at Jones St","97","West","10/8/2008","06:15 PM","Sideswipe","Bicycle","Property Damage Only",NA,"3984406","Improper Turning","Daylight","0","0","Bicyclist","Driver","West","West","Other Unsafe Turning","Proceeding Straight",NA,6008655.94294,2115247.50771,NA,NA,NA,NA,6008655.94294,2115247.50771,-122.413872718824,37.7885549993848,6008655.9429436,2115247.50770906
"3213",10509085300274,0,"Bay Shore Blvd at Paul Ave","20","North","10/9/2008","08:53 AM","Broadside","Bicycle","Complaint of Pain",NA,"3954787","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","East","West","Making Left Turn","Proceeding Straight",NA,6011951.19388,2091549.13868,NA,NA,NA,NA,6011951.19388,2091549.13868,-122.40080598908,37.7236690027924,6011951.1938805,2091549.1386775
"3214",10509125501428,0,"Clay St at Davis St","0","Not Stated","10/9/2008","12:55 PM","Other","Not Stated","Complaint of Pain",NA,"3957714","Traffic Signals and Signs","Daylight","1","0","Bicyclist","Pedestrian","West","South","Traveling Wrong Way","Proceeding Straight",NA,6013299,2117614,NA,NA,NA,NA,6013299,2117614,-122.397974416869,37.7953124920426,6013299,2117614
"3215",10510032001689,0,"Pacific Ave at Locust St","34","West","10/10/2008","03:20 AM","Rear-End","Bicycle","Other Visible Injury",NA,"3954741","Unsafe Speed","Dark - Street Lights","1","0","Bicyclist","Parked Vehicle","West","West","Stopped in Road","Parked",NA,5997445.82965,2116317.53491,NA,NA,NA,NA,5997445.82965,2116317.53491,-122.452735057778,37.7908570673853,5997445.82964539,2116317.53490958
"3216",10510091201961,0,"Market St at Valencia St","0","Not Stated","10/10/2008","09:12 AM","Sideswipe","Bicycle","Other Visible Injury",NA,"3954749","Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Making Right Turn","Proceeding Straight",NA,6006009,2109456,NA,NA,NA,NA,6006009,2109456,-122.422619035427,37.7725039251373,6006009,2109456
"3217",10510130200699,0,"13th St at Van Ness Ave","0","Not Stated","10/10/2008","01:02 PM","Broadside","Bicycle","Complaint of Pain",NA,"3954760","Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","North","West","Proceeding Straight","Proceeding Straight",NA,6007395,2108448,NA,NA,NA,NA,6007395,2108448,-122.417753249617,37.7698142922576,6007395,2108448
"3218",10511170002344,0,"39th Ave at Lincoln Way","0","Not Stated","10/11/2008","05:00 PM","Broadside","Bicycle","Other Visible Injury",NA,"3952356","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","South","East","Making Left Turn","Proceeding Straight",NA,5983965,2107001,NA,NA,NA,NA,5983965,2107001,-122.498688861921,37.764494878667,5983965,2107001
"3219",10512180002277,0,"The Embarcadero at Sansome St","117","South","10/12/2008","06:00 PM","Other","Bicycle","Other Visible Injury",NA,"3977849","Other Hazardous Movement","Dusk - Dawn","2","0","Driver","Bicyclist","South","South","Stopped in Road","Passing Other Vehicle",NA,6011876.64545,2121157.18873,NA,NA,NA,NA,6011876.64545,2121157.18873,-122.403145377622,37.8049619112598,6011876.64545474,2121157.18872921
"3220",10513135201278,0,"Valencia St at Mccoppin St","257","South","10/13/2008","01:52 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"3954757","Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","North","North","Parked","Proceeding Straight",NA,6006043.10927,2108868.38759,NA,NA,NA,NA,6006043.10927,2108868.38759,-122.422459287318,37.7708924066281,6006043.10927334,2108868.38759109
"3221",10514043501089,0,"Wawona St at 35th Ave","24","West","10/14/2008","04:35 AM","Sideswipe","Fixed Object","Severe Injury",NA,"3952363","Unknown","Dark - Street Lights","1","0","Bicyclist","Parked Vehicle","East","West","Stopped in Road","Not Stated",NA,5985527.14062,2096969.09206,NA,NA,NA,NA,5985527.14062,2096969.09206,-122.492547062237,37.7370414931671,5985527.1406152,2096969.09205894
"3222",10514165101279,0,"John F Kennedy Dr at Chain Of Lakes Dr (W)","0","Not Stated","10/14/2008","04:51 PM","Head-On","Bicycle","Complaint of Pain",NA,"3954780","Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","East","West","Proceeding Straight","Making Left Turn",NA,5983083,2108197,NA,NA,NA,NA,5983083,2108197,-122.501827905963,37.767726984939,5983083,2108197
"3223",10514191404086,0,"Divisadero St at Turk St","30","South","10/14/2008","07:14 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"3952359","Traffic Signals and Signs","Dark - Street Lights","1","0","Bicyclist","Driver","East","South","Proceeding Straight","Proceeding Straight",NA,6001408.16966,2112127.29118,NA,NA,NA,NA,6001408.16966,2112127.29118,-122.438725183292,37.7795779792947,6001408.16965885,2112127.29118069
"3224",10515113001629,0,"Sloat Blvd at Sunset Blvd","0","Not Stated","10/15/2008","11:30 AM","Other","Bicycle","Other Visible Injury",NA,"3954784","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","North","East","Merging","Proceeding Straight",NA,5985124,2095833,NA,NA,NA,NA,5985124,2095833,-122.49385718208,37.7338985077659,5985124,2095833
"3225",10515134700779,0,"Polk St at Redwood St","0","Not Stated","10/15/2008","01:47 PM","Broadside","Bicycle","Other Visible Injury",NA,"3954781","Improper Turning","Daylight","1","0","Driver","Bicyclist","South","South","Making Right Turn","Proceeding Straight",NA,6007201,2112443,NA,NA,NA,NA,6007201,2112443,-122.418707645505,37.7807726877409,6007201,2112443
"3226",10515190001866,0,"Market St at 2nd St","40","West","10/15/2008","07:00 PM","Sideswipe","Bicycle","Other Visible Injury",NA,"3954773","Other Than Driver or Ped","Dark - Street Lights","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Stopped in Road",NA,6012243.01422,2115404.43509,NA,NA,NA,NA,6012243.01422,2115404.43509,-122.401472957546,37.7891866827803,6012243.01421655,2115404.43508829
"3227",10516093502145,0,"19th Ave at Sargent St","0","Not Stated","10/16/2008","09:35 AM","Broadside","Bicycle","Other Visible Injury",NA,"3952382","Improper Turning","Daylight","1","0","Driver","Bicyclist","South","North","Making Left Turn","Proceeding Straight",NA,5991431,2089227,NA,NA,NA,NA,5991431,2089227,-122.47157095888,37.7161270612826,5991431,2089227
"3228",10516174001501,0,"John F Kennedy Dr at 8th Ave","531","East","10/16/2008","05:40 PM","Not Stated","Not Stated","Complaint of Pain",NA,"3964736","Following Too Closely","Daylight","1","0","Bicyclist","Bicyclist","West","North","Proceeding Straight","Not Stated",NA,5994038.55151,2109628.94574,NA,NA,NA,NA,5994038.55151,2109628.94574,-122.464038248884,37.7722961797385,5994038.55151258,2109628.94574165
